City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,kushiro,42.975,144.3747,25.75,80.0,20.0,4.61,JP,1706484823.0
287,kourou,5.1552,-52.6478,77.05,92.0,21.0,7.2,GF,1706484823.0
288,aldan,58.6031,125.3894,-41.85,99.0,99.0,2.37,RU,1706484823.0
289,ancud,-41.8697,-73.8203,57.38,70.0,2.0,6.22,CL,1706484704.0
290,tzimol,16.2667,-92.2667,63.43,67.0,35.0,9.31,MX,1706484823.0
291,aasiaat,68.7098,-52.8699,-20.74,94.0,100.0,7.11,GL,1706484824.0
292,ola,59.5833,151.2833,-5.03,80.0,48.0,5.37,RU,1706484824.0
293,fabens,31.5023,-106.1586,63.72,30.0,63.0,7.49,US,1706484824.0
294,horta,38.5333,-28.6333,59.02,71.0,100.0,14.0,PT,1706484824.0
295,saudarkrokur,65.7461,-19.6394,15.69,85.0,39.0,10.31,IS,1706484587.0
296,tokar,18.4254,37.729,72.79,59.0,100.0,8.46,SD,1706484825.0
297,kalajoki,64.25,23.95,36.91,89.0,100.0,17.4,FI,1706484825.0
298,kailua-kona,19.6406,-155.9956,84.51,74.0,20.0,19.57,US,1706484825.0
299,ciudad lazaro cardenas,17.9583,-102.2,83.43,58.0,84.0,10.92,MX,1706484571.0
300,markovo,57.3206,107.0881,-34.85,100.0,96.0,1.95,RU,1706484825.0
301,palamos,41.8484,3.1291,57.11,87.0,99.0,8.63,ES,1706484826.0
302,tachilek,,,,,,,,
303,san antonio de pale,-1.4014,5.6325,81.16,80.0,74.0,7.05,GQ,1706484826.0
304,tongouson,5.0214,120.1328,80.46,77.0,76.0,12.55,PH,1706484826.0
305,utena,55.5,25.6,32.97,93.0,100.0,7.92,LT,1706484827.0
306,dalnegorsk,44.5604,135.5701,12.6,92.0,96.0,4.0,RU,1706484827.0
307,bay roberts,47.5999,-53.2648,31.05,82.0,96.0,7.0,CA,1706484827.0
308,matoury,4.8483,-52.3317,76.96,94.0,100.0,8.05,GF,1706484827.0
309,kulia village,,,,,,,,
310,kingston,17.997,-76.7936,81.55,71.0,75.0,6.91,JM,1706484828.0
311,howard springs,-12.497,131.047,80.87,94.0,100.0,6.69,AU,1706484828.0
312,saskatoon,52.1168,-106.6345,30.18,86.0,75.0,10.36,CA,1706484754.0
313,katsuura,35.1333,140.3,46.27,59.0,2.0,12.68,JP,1706484828.0
314,corner brook,48.9667,-57.9484,30.36,97.0,100.0,4.99,CA,1706484682.0
315,tromso,69.6496,18.957,41.02,81.0,75.0,26.46,NO,1706484829.0
316,mohammedia,33.7066,-7.3944,62.53,87.0,62.0,5.75,MA,1706484829.0
317,adra,36.7496,-3.0206,58.73,76.0,100.0,3.56,ES,1706484829.0
318,kerikeri,-35.2268,173.9474,64.9,86.0,39.0,1.01,NZ,1706484829.0
319,keflavik,64.0049,-22.5624,30.63,100.0,100.0,29.93,IS,1706484829.0
320,roswell,34.0232,-84.3616,45.09,87.0,100.0,14.97,US,1706484669.0
321,newman,37.3138,-121.0208,70.23,66.0,94.0,1.99,US,1706484830.0
322,lamu,-2.2717,40.902,80.82,87.0,76.0,9.55,KE,1706484830.0
323,sur,22.5667,59.5289,73.11,70.0,47.0,5.7,OM,1706484830.0
324,starokozache,46.3372,29.9853,32.41,85.0,100.0,12.66,UA,1706484830.0
325,kodinsk,58.6881,99.1844,-26.55,100.0,35.0,2.48,RU,1706484831.0
326,prince rupert,54.3161,-130.3201,53.69,76.0,100.0,21.85,CA,1706484831.0
327,pandan,14.0453,124.1694,76.3,75.0,88.0,21.52,PH,1706484831.0
328,nagqu,31.5,92.0,7.12,52.0,100.0,2.98,CN,1706484831.0
329,yangor,,,,,,,,
330,barcelos,41.5388,-8.6151,59.68,75.0,100.0,5.77,PT,1706484832.0
331,zahedan,29.4963,60.8629,51.71,54.0,0.0,6.91,IR,1706484832.0
332,makokou,0.5738,12.8642,74.97,73.0,58.0,2.8,GA,1706484832.0
333,el granada,37.5027,-122.4694,71.91,63.0,40.0,3.44,US,1706484832.0
334,uglegorsk,49.0833,142.0333,20.59,92.0,100.0,5.23,RU,1706484833.0
335,terrace,54.5163,-128.6035,40.91,100.0,100.0,3.44,CA,1706484262.0
336,mutuali,-14.8706,37.0044,70.59,78.0,62.0,1.57,MZ,1706484833.0
337,medicine hat,50.0501,-110.6683,46.83,67.0,75.0,10.36,CA,1706484833.0
338,massawa,15.6097,39.45,75.24,68.0,99.0,9.95,ER,1706484833.0
339,canon city,38.441,-105.2424,57.36,24.0,0.0,6.91,US,1706484834.0
340,dhemaji,27.4833,94.5833,51.44,62.0,0.0,4.97,IN,1706484834.0
341,miandrivazo,-19.5167,45.4667,75.54,85.0,2.0,0.67,MG,1706484834.0
342,gadzhiyevo,69.2551,33.3362,31.28,90.0,100.0,25.99,RU,1706484834.0
343,majuro,7.0897,171.3803,82.36,83.0,100.0,11.5,MH,1706484834.0
344,alofi,-19.0595,-169.9187,84.09,70.0,51.0,9.22,NU,1706484835.0
345,holualoa,19.6228,-155.9522,80.78,73.0,20.0,19.57,US,1706484605.0
346,patacamaya,-17.2333,-67.9167,53.55,67.0,85.0,3.98,BO,1706484835.0
347,zemio,5.0314,25.1361,71.69,36.0,100.0,2.46,CF,1706484835.0
348,christchurch,-43.5333,172.6333,71.55,61.0,40.0,21.85,NZ,1706484742.0
349,ascension,30.2169,-90.9001,52.02,77.0,0.0,8.05,US,1706484836.0
350,san dionisio ocotepec,16.8,-96.4,71.58,66.0,29.0,7.67,MX,1706484836.0
351,zhenlai,45.8495,123.2973,2.03,53.0,2.0,6.69,CN,1706484836.0
352,vadso,70.0744,29.7487,33.96,86.0,100.0,18.41,NO,1706484836.0
353,new plymouth,-39.0667,174.0833,70.43,58.0,18.0,13.65,NZ,1706484837.0
354,cartagena,10.3997,-75.5144,82.02,74.0,0.0,10.36,CO,1706484837.0
355,richards bay,-28.783,32.0377,73.56,81.0,93.0,11.27,ZA,1706484655.0
356,lazaro cardenas,17.9583,-102.2,83.43,58.0,84.0,10.92,MX,1706484563.0
357,conduaga,8.862,117.4893,77.32,74.0,63.0,4.36,PH,1706484837.0
358,baganga,7.5739,126.56,76.32,96.0,98.0,10.74,PH,1706484838.0
359,ribeira brava,32.65,-17.0667,66.83,68.0,13.0,5.03,PT,1706484838.0
360,nurota,40.5614,65.6886,40.37,96.0,100.0,7.61,UZ,1706484838.0
361,viedma,-40.8135,-62.9967,78.91,37.0,77.0,21.16,AR,1706484838.0
362,pailon,-17.65,-62.75,89.28,50.0,36.0,7.07,BO,1706484838.0
363,weno,7.4515,151.8468,80.55,83.0,100.0,6.91,FM,1706484839.0
364,selfoss,63.9331,-20.9971,30.04,62.0,84.0,26.71,IS,1706484839.0
365,makedonska kamenica,42.02,22.5919,30.47,85.0,98.0,2.98,MK,1706484839.0
366,vilyuysk,63.7553,121.6247,-33.0,98.0,99.0,4.0,RU,1706484839.0
367,madimba,-10.4,40.3333,78.33,89.0,94.0,3.8,TZ,1706484840.0
368,canyon,34.9803,-101.9188,67.05,23.0,0.0,1.99,US,1706484562.0
369,tocopilla,-22.092,-70.1979,71.31,80.0,26.0,6.49,CL,1706484840.0
370,isla mujeres,21.2311,-86.731,73.45,76.0,69.0,18.37,MX,1706484840.0
371,srivardhan,18.0333,73.0167,71.64,52.0,99.0,4.23,IN,1706484840.0
372,carnot,4.9409,15.8665,70.83,31.0,41.0,2.1,CF,1706484841.0
373,lesnoy,57.6198,63.0784,-3.3,99.0,74.0,3.94,RU,1706484841.0
374,chernyshevskiy,63.0128,112.4714,-42.32,100.0,45.0,1.14,RU,1706484841.0
375,prado,-17.3411,-39.2208,75.9,92.0,100.0,6.93,BR,1706484841.0
376,kuching,1.55,110.3333,80.02,93.0,40.0,1.14,MY,1706484842.0
377,governor's harbour,,,,,,,,
378,huatabampo,26.8333,-109.6333,75.76,37.0,70.0,11.68,MX,1706484623.0
379,lagos,6.5833,3.75,80.92,64.0,2.0,1.54,NG,1706484842.0
380,salekhard,66.53,66.6019,-6.23,99.0,100.0,4.76,RU,1706484606.0
381,ambon,-3.6954,128.1814,88.68,71.0,40.0,6.91,ID,1706484843.0
382,northam,51.0333,-4.2167,55.65,93.0,100.0,12.37,GB,1706484843.0
383,port alfred,-33.5906,26.891,66.18,92.0,63.0,1.01,ZA,1706484843.0
384,bikenibeu village,1.3673,173.1241,87.76,70.0,75.0,5.75,KI,1706484843.0
385,karungdong,5.8844,121.263,80.51,76.0,50.0,6.29,PH,1706484843.0
386,berezovyy,51.6667,135.7,5.23,93.0,100.0,0.78,RU,1706484844.0
387,puerto baquerizo moreno,-0.9,-89.6,78.89,83.0,80.0,9.82,EC,1706484738.0
388,tondano,1.3038,124.9112,69.89,73.0,88.0,1.83,ID,1706484844.0
389,floriano,-6.7669,-43.0225,76.96,81.0,72.0,3.83,BR,1706484844.0
390,kapuskasing,49.4169,-82.4331,28.49,86.0,75.0,6.91,CA,1706484845.0
391,port-gentil,-0.7193,8.7815,84.16,89.0,40.0,5.75,GA,1706484845.0
392,kuvandyk,51.4781,57.3552,-2.87,88.0,98.0,3.13,RU,1706484845.0
393,pingliang,35.5392,106.6861,23.11,83.0,1.0,3.44,CN,1706484845.0
394,marsa alam,25.0757,34.8918,63.46,59.0,87.0,9.48,EG,1706484845.0
395,savantvadi,15.9,73.8167,67.91,59.0,75.0,3.87,IN,1706484846.0
396,barnoldswick,53.9171,-2.1871,51.49,89.0,94.0,7.45,GB,1706484846.0
397,totness,5.8833,-56.3167,79.38,79.0,14.0,13.04,SR,1706484846.0
398,greymouth,-42.4667,171.2,70.48,52.0,2.0,9.01,NZ,1706484846.0
399,caucaia,-3.7361,-38.6531,85.03,97.0,20.0,11.5,BR,1706484847.0
400,nimbahera,24.6167,74.6833,56.48,41.0,100.0,3.98,IN,1706484847.0
401,myitkyina,25.3833,97.4,51.08,77.0,35.0,2.95,MM,1706484847.0
402,al khums,32.6486,14.2619,58.51,64.0,22.0,13.0,LY,1706484847.0
403,touros,-5.1989,-35.4608,81.41,77.0,100.0,13.29,BR,1706484585.0
404,klaksvik,62.2266,-6.589,38.32,67.0,66.0,40.98,FO,1706484848.0
405,tarko-sale,64.9225,77.785,-4.74,95.0,98.0,9.06,RU,1706484848.0
406,lautoka,-17.6167,177.4667,85.86,62.0,40.0,8.05,FJ,1706484848.0
407,hilo,19.7297,-155.09,86.29,71.0,0.0,14.97,US,1706484610.0
408,westport,41.1415,-73.3579,38.46,86.0,100.0,17.27,US,1706484607.0
409,alice springs,-23.7,133.8833,87.35,14.0,10.0,4.61,AU,1706484645.0
410,pisco,-13.7,-76.2167,80.65,65.0,0.0,16.11,PE,1706484849.0
411,namibe,-15.1961,12.1522,73.83,76.0,40.0,8.14,AO,1706484849.0
412,fenoarivo be,-18.4333,46.5667,65.39,94.0,27.0,2.71,MG,1706484849.0
413,saipan,15.1355,145.701,81.3,57.0,20.0,11.5,MP,1706484850.0
414,badamdar,40.3394,49.8039,37.35,87.0,57.0,15.97,AZ,1706484850.0
415,mayen abun,,,,,,,,
416,villa gesell,-37.2639,-56.973,72.05,82.0,71.0,12.35,AR,1706484789.0
417,peniche,39.3558,-9.3811,57.56,83.0,100.0,12.5,PT,1706484850.0
418,sarov,54.9358,43.3235,20.95,99.0,100.0,3.18,RU,1706484851.0
419,teguise,29.0605,-13.564,59.22,51.0,0.0,1.14,ES,1706484851.0
420,baie-comeau,49.2168,-68.1489,29.88,69.0,0.0,4.61,CA,1706484772.0
421,thunder bay,48.4001,-89.3168,33.78,80.0,20.0,2.3,CA,1706484598.0
422,arraial do cabo,-22.9661,-42.0278,75.87,85.0,100.0,5.68,BR,1706484632.0
423,vicksburg,32.3526,-90.8779,49.68,69.0,0.0,3.44,US,1706484693.0
424,pontes e lacerda,-15.2261,-59.3353,81.09,61.0,44.0,2.8,BR,1706484852.0
425,labasa,-16.4167,179.3833,82.4,80.0,100.0,5.93,FJ,1706484852.0
426,amga,60.8953,131.9608,-44.39,100.0,99.0,1.01,RU,1706484853.0
427,three points,32.0767,-111.3137,75.36,16.0,0.0,10.36,US,1706484853.0
428,belmonte,-15.8631,-38.8828,77.63,89.0,99.0,7.14,BR,1706484853.0
429,bairnsdale,-37.8333,147.6167,79.05,65.0,0.0,1.01,AU,1706484853.0
430,fortuna,40.5982,-124.1573,70.14,78.0,20.0,0.0,US,1706484853.0
431,coahuayana de hidalgo,18.7,-103.6583,80.38,65.0,29.0,4.07,MX,1706484854.0
432,gulu,2.7746,32.299,73.54,46.0,99.0,1.92,UG,1706484854.0
433,filadelfia,39.9523,-75.1638,40.75,94.0,100.0,13.8,US,1706484574.0
434,cabo san lucas,22.8909,-109.9124,87.1,47.0,0.0,6.91,MX,1706484786.0
435,amahai,-3.3333,128.9167,82.56,73.0,100.0,2.15,ID,1706484854.0
436,sniatyn,48.4469,25.5694,31.32,93.0,100.0,1.59,UA,1706484855.0
437,aioun,16.6614,-9.6149,66.72,17.0,25.0,11.32,MR,1706484855.0
438,mehtar lam,34.6714,70.2094,47.32,86.0,100.0,1.5,AF,1706484855.0
439,dapa,9.7594,126.0531,77.95,85.0,100.0,20.24,PH,1706484855.0
440,nishinoomote,30.7333,131.0,46.96,76.0,20.0,5.75,JP,1706484856.0
441,maindargi,17.4667,76.3,68.56,42.0,78.0,8.93,IN,1706484856.0
442,paracatu,-17.2222,-46.8747,72.01,83.0,95.0,4.79,BR,1706484856.0
443,pangody,65.85,74.4859,-0.81,98.0,100.0,9.42,RU,1706484856.0
444,acarau,-2.8856,-40.12,81.86,81.0,61.0,16.58,BR,1706484857.0
445,mollendo,-17.0231,-72.0147,73.99,86.0,10.0,6.24,PE,1706484857.0
446,limon,10.0,-83.0333,78.69,89.0,75.0,2.3,CR,1706484857.0
447,alaghsas,17.0187,8.0168,64.15,21.0,0.0,13.24,NE,1706484857.0
448,sungai penuh,-2.0833,101.3833,64.96,96.0,84.0,3.65,ID,1706484857.0
449,gobabis,-22.45,18.9667,73.67,56.0,72.0,9.89,NA,1706484858.0
450,fuengirola,36.54,-4.6247,58.84,88.0,75.0,3.44,ES,1706484858.0
451,zarghun shahr,32.8473,68.4457,36.84,93.0,52.0,5.79,AF,1706484858.0
452,novyy urgal,51.0736,132.5642,4.64,95.0,100.0,0.96,RU,1706484858.0
453,toyooka,35.5333,134.8333,41.74,72.0,98.0,1.21,JP,1706484859.0
454,goundi,9.3627,17.366,72.27,20.0,31.0,4.83,TD,1706484859.0
455,lorengau,-2.0226,147.2712,79.83,82.0,100.0,10.33,PG,1706484859.0
456,amurzet,47.6967,131.0981,-0.26,97.0,100.0,1.92,RU,1706484859.0
457,arkhipo-osipovka,44.37,38.52,38.64,85.0,55.0,9.78,RU,1706484859.0
458,egilsstadir,65.2653,-14.3948,26.51,63.0,0.0,24.16,IS,1706484860.0
459,vilyuchinsk,52.9306,158.4028,15.93,82.0,91.0,4.45,RU,1706484860.0
460,floro,61.5996,5.0328,44.67,93.0,100.0,42.57,NO,1706484860.0
461,buka,40.8108,69.1986,44.76,91.0,100.0,8.52,UZ,1706484861.0
462,berbera,10.4396,45.0143,77.79,81.0,99.0,4.99,SO,1706484861.0
463,inza,53.8533,46.3586,23.81,97.0,100.0,2.93,RU,1706484862.0
464,walvis bay,-22.9575,14.5053,66.09,88.0,82.0,0.0,NA,1706484863.0
465,lewiston orchards,46.3804,-116.9754,57.11,74.0,75.0,14.97,US,1706484863.0
466,san juan nepomuceno,9.9516,-75.082,80.69,63.0,28.0,6.89,CO,1706484864.0
467,antsohihy,-14.8796,47.9875,72.88,95.0,14.0,1.23,MG,1706484864.0
468,sao jose da coroa grande,-8.8978,-35.1478,79.92,81.0,100.0,10.36,BR,1706484865.0
469,yen vinh,18.6667,105.6667,55.81,97.0,100.0,1.3,VN,1706484865.0
470,ishqoshim,36.7248,71.6133,28.31,95.0,98.0,4.74,TJ,1706484865.0
471,zhongxing,33.7039,118.6792,34.2,59.0,80.0,6.64,CN,1706484865.0
472,goz beida,13.95,20.55,63.81,20.0,41.0,7.63,TD,1706484866.0
473,enewetak,11.3474,162.3373,79.09,72.0,96.0,16.64,MH,1706484866.0
474,tchintabaraden,15.8969,5.7985,63.46,21.0,0.0,11.88,NE,1706484866.0
475,mount pearl,47.5166,-52.7813,29.84,83.0,100.0,13.8,CA,1706484866.0
476,malango,-2.9627,119.9001,72.79,85.0,100.0,0.72,ID,1706484867.0
477,ain sefra,32.75,-0.5833,49.5,22.0,87.0,3.56,DZ,1706484867.0
478,naze,28.3667,129.4833,54.52,59.0,67.0,8.59,JP,1706484867.0
479,ahau,,,,,,,,
480,dampit,-8.2116,112.7493,73.99,92.0,100.0,1.16,ID,1706484868.0
481,espargos,,,,,,,,
482,yarkovo,57.4028,67.0786,2.98,98.0,99.0,3.38,RU,1706484868.0
483,puerto rico,-26.796,-55.024,74.43,66.0,74.0,3.09,AR,1706484868.0
484,cortez,37.3489,-108.5859,47.16,49.0,0.0,9.22,US,1706484868.0
485,three rivers,41.9439,-85.6325,37.98,81.0,100.0,5.75,US,1706484869.0
486,eydhafushi,5.1033,73.0708,81.66,72.0,69.0,14.29,MV,1706484869.0
487,lieksa,63.3167,30.0167,33.82,93.0,100.0,16.8,FI,1706484869.0
488,gbadolite,4.2833,21.0167,74.07,33.0,67.0,1.79,CD,1706484869.0
489,ts'khinvali,42.2276,43.9686,22.87,71.0,74.0,6.4,GE,1706484870.0
490,south hedland,-20.4089,118.5983,80.53,78.0,100.0,14.97,AU,1706484870.0
491,staszow,50.5631,21.1659,37.92,93.0,37.0,4.21,PL,1706484870.0
492,masterton,-40.9597,175.6575,67.89,46.0,66.0,13.69,NZ,1706484870.0
493,antofagasta,-23.65,-70.4,70.88,82.0,28.0,5.73,CL,1706484871.0
494,banda aceh,5.5577,95.3222,77.97,84.0,30.0,7.52,ID,1706484576.0
495,mili,6.0815,171.735,81.45,82.0,99.0,18.59,MH,1706484871.0
496,tutong,4.8,114.65,78.89,86.0,100.0,5.7,BN,1706484871.0
497,riyadh,24.6877,46.7219,57.34,48.0,99.0,8.59,SA,1706484872.0
498,rumbek,6.802,29.6912,77.5,23.0,83.0,5.21,SS,1706484872.0
499,mermoz boabab,14.7065,-17.4758,73.96,83.0,45.0,6.91,SN,1706484872.0
500,peace river,56.2501,-117.286,43.11,65.0,75.0,9.22,CA,1706484872.0
501,korla,41.7597,86.1469,15.75,83.0,89.0,6.73,CN,1706484872.0
502,mejit,10.2753,170.8646,77.63,75.0,100.0,12.93,MH,1706484873.0
503,machico,32.7,-16.7667,66.83,72.0,20.0,1.14,PT,1706484873.0
504,pokhara,28.2333,83.9833,48.54,41.0,1.0,5.37,NP,1706484873.0
505,timmins,48.4669,-81.3331,28.22,80.0,100.0,3.44,CA,1706484873.0
506,carauari,-4.8828,-66.8958,74.19,99.0,100.0,2.59,BR,1706484874.0
507,cantanhede,-3.6333,-44.3767,75.43,97.0,100.0,2.71,BR,1706484874.0
508,petrolina,-9.3986,-40.5008,77.05,88.0,0.0,3.44,BR,1706484872.0
509,taroa,8.7058,171.2275,79.18,81.0,100.0,17.47,MH,1706484874.0
510,albania,41.0,20.0,39.45,66.0,0.0,6.35,AL,1706484874.0
511,chibougamau,49.9168,-74.3659,15.42,86.0,100.0,8.05,CA,1706484875.0
512,seme,15.1942,-12.9448,73.11,14.0,9.0,9.91,SN,1706484875.0
513,kyaukse,21.6,96.1333,60.64,66.0,5.0,3.4,MM,1706484875.0
514,mandan,46.8267,-100.8896,46.38,76.0,0.0,5.75,US,1706484875.0
515,oriximina,-1.7656,-55.8661,79.47,78.0,98.0,2.57,BR,1706484876.0
516,inari,68.906,27.0288,34.0,91.0,100.0,18.84,FI,1706484876.0
517,la toma,-33.0526,-65.6238,77.0,40.0,5.0,8.21,AR,1706484876.0
518,la plata,-34.9215,-57.9545,75.81,69.0,16.0,15.55,AR,1706484601.0
519,boende,-0.2167,20.8667,77.5,64.0,99.0,1.41,CD,1706484877.0
520,caraballeda,10.6112,-66.8522,84.27,74.0,20.0,3.44,VE,1706484877.0
521,vila franca do campo,37.7167,-25.4333,54.01,70.0,67.0,3.94,PT,1706484877.0
522,taltal,-25.4,-70.4833,70.02,78.0,21.0,4.38,CL,1706484877.0
523,wenling,28.3669,121.36,45.5,65.0,87.0,3.42,CN,1706484877.0
524,nadym,65.5333,72.5167,3.54,97.0,100.0,9.84,RU,1706484878.0
525,awjilah,29.1081,21.2869,55.78,57.0,52.0,14.56,LY,1706484878.0
526,mugia,43.1041,-9.2179,62.91,71.0,100.0,22.32,ES,1706484878.0
527,al ghayzah,16.2079,52.176,74.01,78.0,82.0,5.23,YE,1706484878.0
528,las heras,-46.5419,-68.9359,76.23,14.0,47.0,10.58,AR,1706484879.0
529,porangatu,-13.4408,-49.1486,70.7,98.0,92.0,3.42,BR,1706484879.0
530,lib,8.3122,167.3766,79.92,66.0,99.0,16.64,MH,1706484879.0
531,mahibadhoo,3.7833,72.9667,81.5,76.0,37.0,15.43,MV,1706484879.0
532,guerrero negro,27.9769,-114.0611,73.63,29.0,28.0,8.32,MX,1706484641.0
533,raja,8.4596,25.678,67.6,20.0,71.0,3.85,SS,1706484880.0
534,chikhli,20.35,76.25,66.04,44.0,87.0,2.84,IN,1706484880.0
535,arteche,12.2645,125.4048,77.52,75.0,96.0,16.82,PH,1706484601.0
536,bandon,51.7469,-8.7425,44.19,91.0,100.0,10.22,IE,1706484880.0
537,sao joao da barra,-21.6403,-41.0511,77.09,90.0,100.0,6.64,BR,1706484595.0
538,colonia menno,-22.3667,-59.8167,84.27,36.0,0.0,7.07,PY,1706484881.0
539,ausa,41.9271,2.2497,50.29,95.0,50.0,1.23,ES,1706484881.0
540,west bay,19.3667,-81.4167,80.67,74.0,20.0,5.75,KY,1706484881.0
541,ulsteinvik,62.3432,5.8487,49.1,85.0,77.0,25.99,NO,1706484881.0
542,crookston,47.7741,-96.6081,35.51,86.0,0.0,9.22,US,1706484882.0
543,lagunas,-5.2269,-75.6753,82.6,62.0,91.0,2.75,PE,1706484882.0
544,lillehammer,61.1146,10.4674,30.76,99.0,100.0,7.07,NO,1706484882.0
545,saffle,,,,,,,,
546,skelleftea,64.7507,20.9528,35.96,100.0,100.0,9.22,SE,1706484882.0
547,mandalgovi,45.7625,106.2708,-13.04,100.0,36.0,1.52,MN,1706484883.0
548,ha'il,27.5219,41.6907,46.42,71.0,0.0,4.61,SA,1706484883.0
549,xinyuan,37.3,99.0,8.53,28.0,48.0,3.69,CN,1706484883.0
550,petukhovo,55.0692,67.9019,9.84,96.0,97.0,5.14,RU,1706484883.0
551,carnarvon,-24.8667,113.6333,74.75,68.0,0.0,19.75,AU,1706484883.0
552,san pedro pochutla,15.7333,-96.4667,87.51,62.0,34.0,5.28,MX,1706484884.0
553,rockingham,42.9668,-71.0995,35.37,91.0,100.0,3.0,US,1706484597.0
554,konarka,19.9,86.1167,61.2,65.0,54.0,3.94,IN,1706484884.0
555,loango,-4.6719,11.8312,79.02,89.0,100.0,6.33,CG,1706484884.0
556,al mahwit,15.4701,43.5448,53.44,92.0,63.0,0.16,YE,1706484885.0
557,misratah,32.3754,15.0925,58.95,57.0,26.0,15.08,LY,1706484885.0
558,bharatpur,27.2167,77.4833,51.48,69.0,76.0,5.03,IN,1706484885.0
559,xilin hot,43.9667,116.0333,-16.71,100.0,97.0,1.68,CN,1706484885.0
560,kalmunai,7.4167,81.8167,77.65,85.0,93.0,13.29,LK,1706484885.0
561,alvaraes,-3.2208,-64.8042,78.67,100.0,100.0,1.05,BR,1706484886.0
562,omdurman,15.6445,32.4777,66.78,22.0,76.0,13.29,SD,1706484886.0
563,moroni,-11.7022,43.2551,78.96,76.0,98.0,2.06,KM,1706484886.0
564,villa bruzual,9.3328,-69.1208,83.89,39.0,6.0,2.13,VE,1706484886.0
565,queenstown,-31.8976,26.8753,65.59,79.0,25.0,1.01,ZA,1706484609.0
566,lakatoro,-16.0999,167.4164,83.05,69.0,100.0,5.88,VU,1706484887.0
567,san andros,,,,,,,,
568,sinabang,2.4803,96.3801,79.09,84.0,50.0,1.83,ID,1706484887.0
569,wurtulla,-26.7568,153.1256,84.31,93.0,96.0,3.0,AU,1706484887.0
570,beidao,34.5686,105.8933,26.28,89.0,24.0,4.41,CN,1706484888.0
